flesh	82	肉	z`ou51
flesh	82	肉	z`ou53
flesh	82	肉	z`ou31
flesh	82	肉	iou334
flesh	82	肉	z@u45
flesh	82	肉	z`ou44
flesh	82	肉	z@u213
flesh	82	肉	z`@M44
flesh	82	肉	n`yo?32_
flesh	82	肉	n`io?23_
flesh	82	肉	n`ieu21
flesh	82	肉	z`@u24
flesh	82	肉	nio35
flesh	82	肉	n`iu?5
flesh	82	肉	Niuk1
flesh	82	肉	iou55
flesh	82	肉	ik2
flesh	82	肉	ny?5
flesh	82	肉	ba?32_

if	82	如果	z`u35 kuo214
if	82	如果	z`u24 kuo213
if	82	如果	lu53 ku745
if	82	如果	y35 kuO214
if	82	如果	zu21 ku753
if	82	如果	vu24 kuo53
if	82	打比说	ta53-55 pi53 so21
if	82	如果	z`u13 ko11
if	82	如果	y44-35 k8213
if	82	假使	tc\iA52 si_z52-23
if	82	若是	dz\ia21-33 zi_z24-22
if	82	如果,要是	(1) y13 ko0, (2) iau55 si_z0
if	82	如果	y13 ko42-1
if	82	如果,倘若	(1) lu45 kuo213, t_hON213 n`uo45
if	82	假系	ka31 he53
if	82	如果	y22 kuo23
if	82	如果	y21 kuO35
if	82	若还,若果,如果	(1) yo?5 huaN53, (2) yo?5 kuo32, (3) ny53-33 kuo32
if	82	若是	na~55-22 si22

breasts	83	乳房,奶子	z`u214-21 fAN35
breasts	83	奶子,?	(1) nai213-21 tsi_z0, (2) tsar44
breasts	83	妈妈,奶子	(1) ma213-21 ma0, (2) nE45-214 tsi_z0
breasts	83	奶子	nai214 tsi_z0
breasts	83	奶	nai53
breasts	83	乳房	vu53 fAN21
breasts	83	奶奶	lai45 lai55
breasts	83	乳房	lu11-21 fA~13
breasts	83	奶子	lO35 tsi_z0
breasts	83	奶奶	nA13-22 nA13-31
breasts	83	奶	na24
breasts	83	乳房,奶子	(1) y41 fan13, (2) lai41 tsi_z0
breasts	83	奶婆	la35 bu13-33
breasts	83	奶	lai213
breasts	83	奶姑	nen53 ku33
breasts	83	奶房	lai23 fAN22
breasts	83	乳房	y23 fON21
breasts	83	奶	nEiN53
breasts	83	奶仔	ni~53-22 ia~53

three	83	三	san55
three	83	三	san44
three	83	三	s{~214
three	83	三	s6n52
three	83	三	s{~21
three	83	三	s{~21
three	83	三	san45
three	83	三	sA~31
three	83	三	sO55
three	83	三	sE`44
three	83	三	sa44
three	83	三	san33
three	83	三	sa~44
three	83	三	san42
three	83	三	sam33
three	83	三	sa~42
three	83	三	sam55
three	83	三	saN55
three	83	三	sa~55

woods	84	森林	s@n55 lin35
woods	84	森林	s@n44 iln24
woods	84	树林子	s`u213 lie~53 tsi_z0
woods	84	林子	lin35 si_z0
woods	84	森林	s@N21 liN21
woods	84	森林	se~21 lie~24
woods	84	森林	s@n45 n`in21
woods	84	树林,森林	(1) su44-4 lin13, s@n31 nin13
woods	84	森林,树林	(1) sA~44 niA~44, (2) c\y31-53 niA~44
woods	84	树林	zH`231-22 lin13-44
woods	84	森林,树林	(1) saN44-32 leN341-21, (2) zi_z22-42 leN341-21
woods	84	森林	s@n33 lin13
woods	84	森林	se~44 lin13-33
woods	84	森林,树林	(1) sEn42 lin45, (2) su21 lin45
woods	84	森林	sem33-35 lim11
woods	84	树林	c\y21 liN22
woods	84	森林	s6m53 l6m21
woods	84	树林	ts_hieu212-55 liN53
woods	84	树林	ts_hiu22-21 lim24

kill	84	杀	s`A`55s`a44
kill	84	杀	s`a214
kill	84	杀	s`a214
kill	84	杀	sa?2
kill	84	杀	sA21
kill	84	杀,宰	(1) sa21, (2) tsai53
kill	84	杀	sA?5
kill	84	杀	sa?32_
kill	84	杀	sa?4
kill	84	杀	sa41
kill	84	杀	sa31
kill	84	杀	sa24
kill	84	杀	sa13
kill	84	杀	sat5
