27-29	tone	55	yinping
27-29	tone	53	yangping
27-29	tone	32	shang
27-29	tone	212	yinqu
27-29	tone	242	yangqu
27-29	tone	24_	yinru
27-29	tone	5	yangru
27-29	final	i	Ei
27-29	final	u	ou
27-29	final	y	2y
27-29	final	a	A
27-29	final	ia	iA
27-29	final	ua	uA
27-29	final	E	A
27-29	final	ie	iE
27-29	final	o	O
27-29	final	uo	uO
27-29	final	yo	yO
27-29	final	9	O
27-29	final	ai	Ai
27-29	final	uai	uAi
27-29	final	au	Au
27-29	final	iau
27-29	final	Eu	eu
27-29	final	ieu	iEu
27-29	final	uoi	uOi
27-29	final	2y	Oy
27-29	final	aN	AN
27-29	final	iN	EiN
27-29	final	uN	ouN
27-29	final	yN	2yN
27-29	final	iaN	iAN
27-29	final	uaN	uAN
27-29	final	ieN	iEN
27-29	final	EiN	aiN
27-29	final	uoN	uON
27-29	final	yoN	yON
27-29	final	ouN	OuN
27-29	final	2yN	OyN
27-29	final	i?	Ei?
27-29	final	u?	ou?
27-29	final	y?	2y?
27-29	final	a?	A?
27-29	final	ia?	iA?
27-29	final	ua?	uA?
27-29	final	E?	A?
27-29	final	ie?	iE?
27-29	final	o?	O?
27-29	final	uo?	uO?
27-29	final	yo?	yO?
27-29	final	9?
27-29	final	Ei?	ai?
27-29	final	ou?	Ou?
27-29	final	2y?	Oy?
27-29	final	m=	n=/N=
27-29	initial	p
27-29	initial	p_h
27-29	initial	m
27-29	initial	t
27-29	initial	t_h
27-29	initial	n
27-29	initial	l	n
27-29	initial	ts
27-29	initial	ts_h
27-29	initial	s
27-29	initial	k
27-29	initial	k_h
27-29	initial	N
27-29	initial	h
27-29	initial	Ø
27-29	initial	B	/T#_
27-29	initial	Z	/T#_
